"LOCATION","Black Male","Black Female","White Male","White Female","Hispanic Male","Hispanic Female","Native American Male","Native American Female","Asian Male","Asian Female","Data Unavailable Male","Data Unavailable Female","TOTAL"
"MSP","2,288","0","1,042","0","19","0","1","0","6","0","0","0","3,356"
"CMCF","1,215","331","717","479","19","5","5","3","6","1","1","1","2,783"
"SMCI","1,885","0","1,009","0","26","0","0","0","7","0","0","0","2,927"
"County Jails (approved)","478","9","341","28","5","1","2","0","1","0","1","0","866"
"County Jails (unapproved)","190","10","148","23","5","0","4","0","0","0","1","0","381"
"Youthful Offender Facility","30","0","1","0","1","0","0","0","0","0","0","0","32"
"Private Prisons","2,844","0","1,062","0","28","0","8","0","5","0","1","0","3,948"
"Regional Correctional Facilities","2,168","117","977","116","33","3","4","0","7","0","1","0","3,426"
"Community Work Centers","531","52","271","121","0","1","2","1","3","0","1","0","983"
"Community Trusties","26","0","10","0","0","0","1","0","2","0","0","0","39"
"Pending File Review","53","4","40","9","0","0","0","0","1","0","0","0","107"
"Court Order","118","2","99","13","0","0","0","0","0","0","0","0","232"
"","11,826","525","5,717","789","136","10","27","4","38","1","6","1","19,080"
"Intensive Supervison Program","307","104","241","115","7","3","1","0","3","0","0","0","781"
"Earned Release Supervision","537","60","182","45","3","0","1","0","1","0","0","0","829"
"Medical Release","5","0","5","2","0","0","0","0","0","0","0","0","12"
"Other Custody","227","13","209","23","39","4","1","1","3","0","3","0","523"
"At Large","15","0","7","2","3","0","0","0","0","0","0","0","27"
"Off-Grounds Medical (Hospital)","1","1","2","0","0","0","0","0","0","0","0","0","4"
"Conditional Release","0","0","1","1","0","0","0","0","0","0","0","0","2"
"TOTAL","12,918","703","6,364","977","188","17","30","5","45","1","9","1","21,258"
"% OF TOTAL OFFENDERS","60.77%","3.31%","29.94%","4.60%",".88%",".08%",".14%",".02%",".21%",".00%",".04%",".00%","100.00%"
