county,position,name,address,phone,fax,alt_address,alt_phone,alt_fax,mobile,email,source,verified
Adams,Supervisor (D-1),Mike Lazarus,"314 State St., Natchez 39120",(601) 442-2431,(601) 304-8088,,,,,,2016-2020 Blue Book,
Adams,Supervisor (D-2),David Carter,"314 State St., Natchez 39120",(601) 442-2431,(601) 304-8088,,,,,,2016-2020 Blue Book,
Adams,Supervisor (D-3),Angela Gibson Hutchins,"314 State St., Natchez 39120",(601) 442-2431,(601) 304-8088,,,,,,2016-2020 Blue Book,
Adams,Supervisor (D-4),Ricky Gray,"314 State St., Natchez 39120",(601) 442-2431,(601) 304-8088,,,,,,2016-2020 Blue Book,
Adams,Supervisor (D-5),Calvin Butler,"314 State St., Natchez 39120",(601) 442-2431,(601) 304-8088,,,,,,2016-2020 Blue Book,
Alcorn,Supervisor (D-1),Lowell Hinton,"P.O. Box 69, Corinth 38835-0069",(662) 286-7707,(662) 286-7065,,,,,,2016-2020 Blue Book,
Alcorn,Supervisor (D-2),James Voyles,"P.O. Box 69, Corinth 38835-0069",(662) 286-7707,(662) 286-7065,,,,,,2016-2020 Blue Book,
Alcorn,Supervisor (D-3),Tim Mitchell,"P.O. Box 69, Corinth 38835-0069",(662) 286-7707,(662) 286-7065,,,,,,2016-2020 Blue Book,
Alcorn,Supervisor (D-4),Steve Glidewell,"P.O. Box 69, Corinth 38835-0069",(662) 286-7707,(662) 286-7065,,,,,,2016-2020 Blue Book,
Alcorn,Supervisor (D-5),Jimmy Tate Waldon," P.O. Box 69, Corinth 38835-0069",(662) 286-7707,(662) 286-7065,,,,,,2016-2020 Blue Book,
Amite,Supervisor (D-1),Warren Leake,"3040 McLain Ln., Liberty 39645",(601) 657-1024,(601) 657-8288,,,,,,2016-2020 Blue Book,
Amite,Supervisor (D-2),Will L. Powell,"2098 Street Rd., Liberty 39645",(601) 657-4327,(601) 657-5782,,,,,,2016-2020 Blue Book,
Amite,Supervisor (D-3),J. P. (Jackie) Whittington," 3162 Hunter Ln., Gloster 39638",(601) 225-4734,(601) 657-8288,,,,,,2016-2020 Blue Book,
Amite,Supervisor (D-4),Melvin Quin (Butch) Graves," 5020 Hughey Rd., Smithdale 39664",(601) 567-2495,(601) 657-8288,,,,,,2016-2020 Blue Book,
Amite,Supervisor (D-5),Rickie Williams Jr," 7100 Hwy. 584, Osyka 39657",(601) 248-1438,(601) 657-8288,,,,,,2016-2020 Blue Book,
Attala,Supervisor (D-1),Bobby Lindsay," 230 W. Washington St., Kosciusko 39090",(662) 289-2898,,,,,,,2016-2020 Blue Book,
Attala,Supervisor (D-2),Charles Fancher," 230 W. Washington St., Kosciusko 39090",(662) 289-2898,,,,,,,2016-2020 Blue Book,
Attala,Supervisor (D-3),Steven Goss," 230 W. Washington St., Kosciusko 39090",(662) 289-2898,,,,,,,2016-2020 Blue Book,
Attala,Supervisor (D-4),Kary Ellington," 230 W. Washington St., Kosciusko 39090",(662) 289-2898,,,,,,,2016-2020 Blue Book,
Attala,Supervisor (D-5),Tim Pinkard," 230 W. Washington St., Kosciusko 39090",(662) 289-2898,,,,,,,2016-2020 Blue Book,
Benton,Supervisor (D-1),Chris Shoup," P.O. Box 218, Ashland 38603",(662) 224-6300,(662) 224-6303,,,,,,2016-2020 Blue Book,
Benton,Supervisor (D-2),James (Bubba) Griffin," P.O. Box 218, Ashland 38603",(662) 224-6300,(662) 224-6303,,,,,,2016-2020 Blue Book,
Benton,Supervisor (D-3),James Lowry," P.O. Box 218, Ashland 38603",(662) 224-6300,(662) 224-6303,,,,,,2016-2020 Blue Book,
Benton,Supervisor (D-4),Tommy Fortner," P.O. Box 218, Ashland 38603",(662) 224-6300,(662) 224-6303,,,,,,2016-2020 Blue Book,
Benton,Supervisor (D-5),Ricky W. (Taterbug) Pipkin,"P.O. Box 218, Ashland 38603",(662) 224-6300,(662) 224-6303,,,,,,2016-2020 Blue Book,
Bolivar,Supervisor (D-1),Benitha Calvin-Williams," P.O. Box 698, Cleveland 38732-0698",(662) 846-5877,(662) 846-5880,,,,,,2016-2020 Blue Book,
Bolivar,Supervisor (D-2),Donny Whitten,"P.O. Box 698, Cleveland 38732-0698",(662) 846-5877,(662) 846-5880,,,,,,2016-2020 Blue Book,
Bolivar,Supervisor (D-3),Preston Billings,"P.O. Box 698, Cleveland 38732-0698",(662) 846-5877,(662) 846-5880,,,,,,2016-2020 Blue Book,
Bolivar,Supervisor (D-4),James McBride,"P.O. Box 698, Cleveland 38732-0698",(662) 846-5877,(662) 846-5880,,,,,,2016-2020 Blue Book,
Bolivar,Supervisor (D-5),Larry L. King,"P.O. Box 698, Cleveland 38732-0698",(662) 846-5877,(662) 846-5880,,,,,,2016-2020 Blue Book,
Calhoun,Supervisor (D-1),Charles Bobo,"P.O. Box 36, Pittsboro 38951",(662) 412-3126,(662) 412-3128,,,,,,2016-2020 Blue Book,
Calhoun,Supervisor (D-2),Homer Moore,"P.O. Box 36, Pittsboro 38951",(662) 412-3126,(662) 412-3128,,,,,,2016-2020 Blue Book,
Calhoun,Supervisor (D-3),Gwin Longest,"P.O. Box 36, Pittsboro 38951",(662) 412-3126,(662) 412-3128,,,,,,2016-2020 Blue Book,
Calhoun,Supervisor (D-4),Barney J. Wade,"P.O. Box 36, Pittsboro 38951",(662) 412-3126,(662) 412-3128,,,,,,2016-2020 Blue Book,
Calhoun,Supervisor (D-5),Tony Morgan,"P.O. Box 36, Pittsboro 38951",(662) 412-3126,(662) 412-3128,,,,,,2016-2020 Blue Book,
Carroll,Supervisor (D-1),Jim Neill,"P.O. Box 60, Carrollton 38917",(662) 237-9660,(662) 237-9642,,,,,,2016-2020 Blue Book,
Carroll,Supervisor (D-2),Terry Brown,"P.O. Box 60, Carrollton 38917",(662) 237-9660,(662) 237-9642,,,,,,2016-2020 Blue Book,
Carroll,Supervisor (D-3),Dill Tucker,"P.O. Box 60, Carrollton 38917",(662) 237-9660,(662) 237-9642,,,,,,2016-2020 Blue Book,
Carroll,Supervisor (D-4),Claude Fluker,"P.O. Box 60, Carrollton 38917",(662) 237-9660,(662) 237-9642,,,,,,2016-2020 Blue Book,
Carroll,Supervisor (D-5),Rickie Corley,"P.O. Box 60, Carrollton 38917",(662) 237-9660,(662) 237-9642,,,,,,2016-2020 Blue Book,
Chickasaw,Supervisor (D-1),Anderson McFarland,"1 Pinson Square, Houston 38851",(662) 456-2513,(662) 456-5295,,,,,,2016-2020 Blue Book,
Chickasaw,Supervisor (D-2),Bill Blissard,"1 Pinson Square, Houston 38851",(662) 456-2513,(662) 456-5295,,,,,,2016-2020 Blue Book,
Chickasaw,Supervisor (D-3),Russell Earl Brooks,"1 Pinson Square, Houston 38851",(662) 456-2513,(662) 456-5295,,,,,,2016-2020 Blue Book,
Chickasaw,Supervisor (D-4),Jerry Hall,"1 Pinson Square, Houston 38851",(662) 456-2513,(662) 456-5295,,,,,,2016-2020 Blue Book,
Chickasaw,Supervisor (D-5),James R. King,"1 Pinson Square, Houston 38851",(662) 456-2513,(662) 456-5295,,,,,,2016-2020 Blue Book,
Choctaw,Supervisor (D-1),Joey Stephenson,"P.O. Box 250, Ackerman 39735",(662) 285-6329,(662) 285-3444,,,,,,2016-2020 Blue Book,
Choctaw,Supervisor (D-2),Greg Fondren,"P.O. Box 250, Ackerman 39735",(662) 285-6329,(662) 285-3444,,,,,,2016-2020 Blue Book,
Choctaw,Supervisor (D-3),Chris McIntire,"P.O. Box 250, Ackerman 39735",(662) 285-6329,(662) 285-3444,,,,,,2016-2020 Blue Book,
Choctaw,Supervisor (D-4),John Shumaker,"P.O. Box 250, Ackerman 39735",(662) 285-6329,(662) 285-3444,,,,,,2016-2020 Blue Book,
Choctaw,Supervisor (D-5),Eric Chambers,"P.O. Box 250, Ackerman 39735",(662) 285-6329,(662) 285-3444,,,,,,2016-2020 Blue Book,
Claiborne,Supervisor (D-1),Marie Clark,"P.O. Box 689, Port Gibson 39150",(601) 437-5216,(601) 437-4430,,,,,,2016-2020 Blue Book,
Claiborne,Supervisor (D-2),Kenneth R. Davis,"P.O. Box 689, Port Gibson 39150",(601) 437-5216,(601) 437-4430,,,,,,2016-2020 Blue Book,
Claiborne,Supervisor (D-3),Lonnie O'Quinn,"P.O. Box 689, Port Gibson 39150",(601) 437-5216,(601) 437-4430,,,,,,2016-2020 Blue Book,
Claiborne,Supervisor (D-4),Ronald Shoulders,"P.O. Box 689, Port Gibson 39150",(601) 437-5216,(601) 437-4430,,,,,,2016-2020 Blue Book,
Claiborne,Supervisor (D-5),Daniel L. Porter,"P.O. Box 689, Port Gibson 39150",(601) 437-5216,(601) 437-4430,,,,,,2016-2020 Blue Book,
Clarke,Supervisor (D-1),Darrick L. Marshall," P.O. Box 616, Quitman 39355",(601) 776-5873,(601) 776-1013,,,,,,2016-2020 Blue Book,
Clarke,Supervisor (D-2),.Lorenzo Carter,"P.O. Box 616, Quitman 39355",(601) 776-5873,(601) 776-1013,,,,,,2016-2020 Blue Book,
Clarke,Supervisor (D-3),Troy Smith,"P.O. Box 616, Quitman 39355",(601) 776-5873,(601) 776-1013,,,,,,2016-2020 Blue Book,
Clarke,Supervisor (D-4),Paul Mosley,"P.O. Box 616, Quitman 39355",(601) 776-5873,(601) 776-1013,,,,,,2016-2020 Blue Book,
Clarke,Supervisor (D-5),Mickey Long,"P.O. Box 616, Quitman 39355",(601) 776-5873,(601) 776-1013,,,,,,2016-2020 Blue Book,
Clay,Supervisor (D-1),Lynn Horton,"P.O. Box 815, West Point 39773",(662) 494-3313,(662) 492-4059,,,,,,2016-2020 Blue Book,
Clay,Supervisor (D-2),Luke Lummus,"P.O. Box 815, West Point 39773",(662) 494-3313,(662) 492-4059,,,,,,2016-2020 Blue Book,
Clay,Supervisor (D-3),R.B. Davis,"P.O. Box 815, West Point 39773",(662) 494-3313,(662) 492-4059,,,,,,2016-2020 Blue Book,
Clay,Supervisor (D-4),Shelton L. Deanes,"P.O. Box 815, West Point 39773",(662) 494-3313,(662) 492-4059,,,,,,2016-2020 Blue Book,
Clay,Supervisor (D-5),Joe D. Chandler,"P.O. Box 815, West Point 39773",(662) 494-3313,(662) 492-4059,,,,,,2016-2020 Blue Book,
Coahoma,Supervisor (D-1),Paul Pearson,"325 Pearson Rd., Lyon 38645",(662) 624-3028,(662) 624-3029,,,,,,2016-2020 Blue Book,
Coahoma,Supervisor (D-2),Pat Davis Jr,"4500 Farrell Rd., Clarksdale 38614",(662) 302-1761,(662) 624-3029,,,,,,2016-2020 Blue Book,
Coahoma,Supervisor (D-3),Derrell Washington," P.O. Box 112, Jonestown 38639",(662) 902-8221,(662) 624-3029,,,,,,2016-2020 Blue Book,
Coahoma,Supervisor (D-4),Johnny Newson,"433 Andrews St., Clarksdale 38614",(662) 627-2279,(662) 624-3029,,,,,,2016-2020 Blue Book,
Coahoma,Supervisor (D-5),Will Young,"1820 Young Rd., Clarksdale 38614",(662) 902-3276,(662) 621-9022,,,,,,2016-2020 Blue Book,
Copiah,Supervisor (D-1),Daryl McMillian," P.O. Box 551, Hazlehurst 39083",(601) 894-1858,(601) 894-1908,,,,(601) 953-9901,,2016-2020 Blue Book,
Copiah,Supervisor (D-2),Terry Channell," P.O. Box 551, Hazlehurst 39083",(601) 894-1858,(601) 894-1908,,,,(601) 953-9902,,2016-2020 Blue Book,
Copiah,Supervisor (D-3),Perry Hood," P.O. Box 551, Hazlehurst 39083",(601) 894-1858,(601) 894-1908,,,,(601) 953-9903,,2016-2020 Blue Book,
Copiah,Supervisor (D-4),Kenneth Powell," P.O. Box 551, Hazlehurst 39083",(601) 894-1858,(601) 894-1908,,,,(601) 953-9904,,2016-2020 Blue Book,
Copiah,Supervisor (D-5),Jimmy L. Phillips," P.O. Box 551, Hazlehurst 39083",(601) 894-1858,(601) 894-1908,,,,(601) 953-9905,,2016-2020 Blue Book,
